3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,9.866666666666666918e-01
3.000000000000000000e+00,3.000000000000000000e+00,9.733333333333333837e-01
3.000000000000000000e+00,7.000000000000000000e+00,9.599999999999999645e-01
3.000000000000000000e+00,1.000000000000000000e+00,9.466666666666666563e-01
3.000000000000000000e+00,4.000000000000000000e+00,9.333333333333333481e-01
3.000000000000000000e+00,1.000000000000000000e+00,9.200000000000000400e-01
3.000000000000000000e+00,4.000000000000000000e+00,9.066666666666666208e-01
3.000000000000000000e+00,3.000000000000000000e+00,8.933333333333333126e-01
3.000000000000000000e+00,2.000000000000000000e+00,8.800000000000000044e-01
3.000000000000000000e+00,3.000000000000000000e+00,8.666666666666666963e-01
3.000000000000000000e+00,1.000000000000000000e+00,8.533333333333332771e-01
3.000000000000000000e+00,1.000000000000000000e+00,8.399999999999999689e-01
3.000000000000000000e+00,1.000000000000000000e+00,8.266666666666666607e-01
3.000000000000000000e+00,4.000000000000000000e+00,8.133333333333333526e-01
3.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000444e-01
3.000000000000000000e+00,7.000000000000000000e+00,7.866666666666666252e-01
3.000000000000000000e+00,6.000000000000000000e+00,7.733333333333333171e-01
3.000000000000000000e+00,2.000000000000000000e+00,7.600000000000000089e-01
3.000000000000000000e+00,6.000000000000000000e+00,7.466666666666665897e-01
3.000000000000000000e+00,2.000000000000000000e+00,7.333333333333333925e-01
3.000000000000000000e+00,1.800000000000000000e+01,7.199999999999999734e-01
3.000000000000000000e+00,8.000000000000000000e+00,7.066666666666666652e-01
3.000000000000000000e+00,1.000000000000000000e+00,6.933333333333333570e-01
3.000000000000000000e+00,2.000000000000000000e+00,6.799999999999999378e-01
3.000000000000000000e+00,9.000000000000000000e+00,6.666666666666666297e-01
3.000000000000000000e+00,2.000000000000000000e+00,6.533333333333333215e-01
3.000000000000000000e+00,5.000000000000000000e+00,6.399999999999999023e-01
3.000000000000000000e+00,1.000000000000000000e+01,6.266666666666667052e-01
3.000000000000000000e+00,8.000000000000000000e+00,6.133333333333332860e-01
3.000000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-01
3.000000000000000000e+00,1.800000000000000000e+01,5.866666666666666696e-01
3.000000000000000000e+00,4.000000000000000000e+00,5.733333333333332504e-01
3.000000000000000000e+00,2.000000000000000000e+00,5.600000000000000533e-01
3.000000000000000000e+00,5.000000000000000000e+00,5.466666666666666341e-01
3.000000000000000000e+00,4.000000000000000000e+00,5.333333333333333259e-01
3.000000000000000000e+00,7.000000000000000000e+00,5.200000000000000178e-01
3.000000000000000000e+00,2.200000000000000000e+01,5.066666666666665986e-01
3.000000000000000000e+00,1.100000000000000000e+01,4.933333333333332904e-01
3.000000000000000000e+00,3.000000000000000000e+00,4.799999999999999822e-01
3.000000000000000000e+00,1.300000000000000000e+01,4.666666666666666741e-01
